PC1,PC2,PC3,PC4,PC5,PC6
0.5092490165001406,1.0536828629193107,-0.34256497262461527,-0.35748943740189487,-0.3870336742961972,1.3264365386809451
0.9524515695562082,-0.7517101602767836,-1.063288958117245,0.6123074798647915,0.47529070928975825,0.7128875899008377
-0.17262246372813556,-0.4135466327859163,0.013054249578107512,0.5547195837385553,-1.3634398969608976,1.378217113489646
1.1461992059422652,0.870035551639711,0.9434758438282116,0.21013468644041444,-0.1425676520192518,0.531178116249178
-1.379947757655279,0.8654391463417946,1.131725025963651,0.18998811444738212,-1.2986676140946618,-0.9266245234074959
-0.41007810759335583,1.6581822896731124,0.9359027866256027,-1.5168596943392934,0.28707685464331956,-0.13471643870034583
0.46401683677838407,2.206244052710236,-1.8350300506761021,-1.3462611523426393,-1.6293785792531577,0.405997929576952
-0.584876815005344,-0.22056230501685647,1.4480706255279006,0.5000890301645868,0.2489798297793464,1.3641794369677058
0.9758654115860933,-1.0944544368974163,0.9535923382974218,0.19216505750233567,-0.26527726929565243,-2.015757093353461
-0.1866545245466978,-1.0397227181769413,-0.16059381009519078,-0.729978970687624,1.7005944173244087,0.9282913576202522
-2.1425676155075246,0.4781980838853712,0.8880733815143019,-0.6814630259703943,-1.3945395117331747,-0.6726935153797184
0.01961244974868666,-0.7524697010386122,1.2334477511114754,-0.046368875791978625,0.9611209536374813,2.6526525482648107
-0.11898149297687573,-0.303146332307504,1.1020775789501187,0.9966250407319831,0.262518865249756,1.9454830055460606
-2.074844526022068,-0.019269371785594742,1.1426046016974756,0.8459006789325105,-1.8806105963805484,-0.6504900708412389
-1.954158075252648,-1.1599795546785094,-0.37103170943317676,-1.0238432994260762,-0.6203919869450534,-1.2804738524708654
-0.5710631190528055,0.4195301528974464,-1.1965800161797457,1.4923900948596371,-1.350328482272782,-1.8349725563750476
-0.4391380033600838,1.0281945031250745,-2.8063292674542333,-0.22474481185441275,0.11408985651958867,0.46528152398830636
1.234946770825165,0.11441243059250776,-0.7965081121034938,1.0285738870977463,-0.9188939578921245,-1.6409974764486852
-0.30768286530611055,1.2857793237173898,0.8499235308722836,0.7660472680470681,-0.13157235088951424,0.405185925155628
-2.05166684896549,-0.3210714294462331,-0.8910944693254851,0.7575345842519452,0.22457378675948042,-0.10028901008026213
-0.6281742868642656,-0.26856998282302197,-1.5363378484811305,0.794665153339768,0.6925967256511307,1.0632227664652698
-1.645179075184711,1.506478411493242,-2.5221688209703523,0.29124612753473283,0.13908781332850426,-0.10711612423005061
-1.297326154091394,-0.8853948880468872,0.20941464453128608,-1.8648888742862724,1.0091733081376413,-0.6214860524173672
-0.290254930881043,1.5130373171948082,-1.0664398342687265,0.35791087080069073,-1.503315600998371,0.7099920079407893
-0.12848817254024972,0.2296137362495671,0.5889955601452147,-1.904045890971427,-0.2861547491132813,0.7378418636330297
-0.15831730316496764,0.41458102054010126,0.19341978276649333,1.5655449789126668,-0.924949325019003,1.2084413079411709
-2.3502325561619086,-0.43066062890287815,-0.582222552621987,-0.41064240511185796,0.8550698380364873,0.02618248615775032
-0.007785817429812787,-2.0684487599714934,0.5148832683684009,-1.6911594397990997,0.9533336608253101,0.06438341416811429
-0.8022961316552439,-1.047801914595346,-0.39543349853241183,0.01979272741915912,0.7980859748472787,0.4184190157904708
-0.8493393063955856,0.7034484253432054,1.0775127120413703,-0.04093858403828761,-0.44590277948887896,0.09493687605716938
1.215985554597507,-0.3190909438469315,-2.413266963240902,-0.3588919533085256,-0.8836130493486458,0.12923560917949029
-2.437838490715974,0.8385644318210238,2.1227964974372218,-0.22121911231294922,1.184874870741906,0.5252692918684277
-0.7775133397515431,-0.2667736319277833,0.13355790740257642,-2.1704453970664352,-0.0018820350098571349,-2.186385367821479
0.6547326493906402,0.0031468801392275864,1.3395684692304881,-1.2618118391441049,0.5264614896028962,1.1603388259798655
0.8051855079930694,-2.700270810401163,0.3217264574552841,0.4694237617664441,0.05866894408064775,0.41350578584270814
1.7599984934185608,0.6591215079924108,-0.7911938087973336,-1.105589102456939,-0.5946063813605189,1.7508378814001648
-0.4191272572506394,-0.7052264372765491,0.3032433644780829,-1.7292211044920218,0.4399310807112651,-1.419581097316492
-0.5524781816343827,1.2143542977374209,0.4199698960610638,-0.4097127322333041,0.22181031209680757,1.0087363461594294
1.5899254783904946,1.2823177076822465,0.7510510926369954,0.37046489090971535,-0.35572092639066566,0.21087855549327228
-0.4117524219465805,-0.8613127576188869,0.6832035207625234,1.2994558011668533,-2.044546930050712,0.5276899442841065
0.5646356043374522,0.8831687307313588,0.12185897814201771,-1.2631095119329092,1.3373507334304853,-1.4782701408218843
0.3922628909227267,1.4717543786230796,-1.3468021665626102,-0.6053009825363457,-0.686774741236396,1.6673298301915072
-1.398642117338807,0.9684065866013204,-1.4167757786453463,0.24523369801447742,-0.21068219906036492,-1.197016340446968
0.06212364162264854,-0.3115787291965899,-0.6199344493725465,0.15421281454451524,1.6737986980272668,1.0077292110311884
-2.449559710600402,-0.5779913929645258,1.3867361530431863,-1.3961221812082423,-0.43332315556752093,0.5037405647096322
1.642702347334012,1.2555546773080086,1.0842391618107026,0.6880619515263189,-0.13610719845596075,0.19053511997300526
-1.767983458854477,-1.0635604604719362,-0.6650778921632593,0.47665457462245725,-0.8693750527396509,-0.9292688315833608
-1.5343781938159666,-0.12827525816273425,-1.6928592637042594,1.6902364242099819,0.5317079144194664,1.1538507054827207
0.18002173656731008,-0.3654341270223292,-0.37712367826161214,-1.1183897466987263,1.314140595244145,0.09657916113668853
0.39676968749252933,2.0090321837988427,0.5824917936673476,-2.5946684330983456,0.723957636600523,0.14570885390761973
0.7756177959360975,-1.3668933910859602,0.23643119779527552,1.7512837056487767,1.5917340494705914,1.3140628703132187
1.684915218345101,0.18458643112399675,-1.6175438466070078,-0.7228451563280983,1.2006275365566017,0.9575222116141507
1.8695573652709603,-1.2851555092631757,1.235884890753106,0.5736025118510182,1.0159686176106355,-0.7034754717700082
0.9477583356072304,-1.1496023875331105,-0.8558000037009506,-0.44902057402033285,0.9345742990520938,1.0452013674700043
0.9586040214355838,-0.20624057714623734,0.16048819880767298,-1.8269597493431748,-1.5308100199670427,0.29200262384391884
2.325505902661949,0.8247330129365286,-1.0590342008386195,0.17016143091489722,0.8996748174935062,-0.24787007462922175
-1.733635888637378,1.8664592092797916,-0.39802105053620895,-1.2614972715382784,-0.6209791820232278,0.19100722439059004
-2.3354412139416296,-0.05198640471583278,0.29649478581099803,-0.01921325779914651,1.781980152851707,-0.15584424751510106
-0.46883542428432606,2.75048965829203,0.31812775200691634,0.06829849286423492,-0.10708008529317192,-0.40936384109403084
